Student,LPIPS,SSIM
112598033.jpg,0.0,1.0
112598067.jpg,0.2952874004840851,0.7889705148865797
112598038.jpg,0.3119634687900543,0.7622901170433343
112C71014.jpg,0.3327259421348572,0.767451025562336
112C71002.jpg,0.35568228363990784,0.7278781861275304
112598057.jpg,0.35707470774650574,0.7707548856498979
110599004.jpg,0.365455687046051,0.7173737601857627
112C52004.jpg,0.4504562020301819,0.6887119485693042
